Time,VehicleID,MsgCount,TemporaryID,Latitude,Longitude,Elevation,PositionalAccuracy,Speed,Heading,TransmissionState,BrakeStatus,VehicleLength,VehicleWidth,IntersectionID,SignalGroup,State,TimeRemaining,Phase,Direction,HardBraking,NEWS_Score,Speed_Normalized
14.5,1,0,36515,39.16137518,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,25.5,NS_Green,South,0,0,1
14.5,2,0,63478,39.16284132,-84.5197,300,1.5,0,180,1,1,4.5,1.8,1,NS,1,25.5,NS_Green,North,0,4,0
15,1,0,36515,39.16131261,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,25,NS_Green,South,0,0,1
15,2,0,63478,39.16284132,-84.5197,300,1.5,0,180,1,1,4.5,1.8,1,NS,1,25,NS_Green,North,0,4,0
15.5,1,0,36515,39.16125005,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,24.5,NS_Green,South,0,0,1
15.5,2,0,63478,39.16284132,-84.5197,300,1.5,0,180,1,1,4.5,1.8,1,NS,1,24.5,NS_Green,North,0,4,0
16,1,0,36515,39.16118749,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,24,NS_Green,South,0,0,1
16,2,0,63478,39.16284132,-84.5197,300,1.5,0,180,1,1,4.5,1.8,1,NS,1,24,NS_Green,North,0,4,0
16.5,1,0,36515,39.16112492,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,23.5,NS_Green,South,0,0,1
16.5,2,0,63478,39.16284132,-84.5197,300,1.5,0,180,1,1,4.5,1.8,1,NS,1,23.5,NS_Green,North,0,4,0
17,1,0,36515,39.16106236,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,23,NS_Green,South,0,0,1
17,2,0,63478,39.16284132,-84.5197,300,1.5,0,180,1,1,4.5,1.8,1,NS,1,23,NS_Green,North,0,4,0
17.5,1,0,36515,39.1609998,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,22.5,NS_Green,South,0,0,1
17.5,2,0,63478,39.16284132,-84.5197,300,1.5,0,180,1,1,4.5,1.8,1,NS,1,22.5,NS_Green,North,0,4,0
18,1,0,36515,39.16093724,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,22,NS_Green,South,0,0,1
18,2,0,63478,39.16284132,-84.5197,300,1.5,0,180,1,1,4.5,1.8,1,NS,1,22,NS_Green,North,0,4,0
18.5,1,0,36515,39.16087467,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,21.5,NS_Green,South,0,0,1
18.5,2,0,63478,39.16284132,-84.5197,300,1.5,0,180,1,1,4.5,1.8,1,NS,1,21.5,NS_Green,North,0,4,0
19,2,0,63478,39.16283456,-84.5197,300,1.5,1.5,180,2,1,4.5,1.8,1,NS,1,21,NS_Green,North,0,4,0.107991360691145
19.5,2,0,63478,39.16282105,-84.5197,300,1.5,3,180,2,1,4.5,1.8,1,NS,1,20.5,NS_Green,North,0,4,0.215982721382289
20,2,0,63478,39.16280078,-84.5197,300,1.5,4.5,180,2,1,4.5,1.8,1,NS,1,20,NS_Green,North,0,4,0.323974082073434
20.5,2,0,63478,39.16277375,-84.5197,300,1.5,6,180,2,1,4.5,1.8,1,NS,1,19.5,NS_Green,North,0,4,0.431965442764579
21,2,0,63478,39.16273996,-84.5197,300,1.5,7.5,180,2,1,4.5,1.8,1,NS,1,19,NS_Green,North,0,4,0.539956803455723
21.5,2,0,63478,39.16269942,-84.5197,300,1.5,9,180,2,1,4.5,1.8,1,NS,1,18.5,NS_Green,North,0,4,0.647948164146868
22,2,0,63478,39.16265213,-84.5197,300,1.5,10.5,180,2,0,4.5,1.8,1,NS,1,18,NS_Green,North,0,0,0.755939524838013
22.5,2,0,63478,39.16259807,-84.5197,300,1.5,12,180,2,0,4.5,1.8,1,NS,1,17.5,NS_Green,North,0,0,0.863930885529158
23,2,0,63478,39.16253726,-84.5197,300,1.5,13.5,180,2,0,4.5,1.8,1,NS,1,17,NS_Green,North,0,0,0.971922246220302
23.5,2,0,63478,39.1624747,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,16.5,NS_Green,North,0,0,1
23.5,3,0,74508,39.1612,-84.51744883,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,16.5,NS_Green,East,0,0,0.899928005759539
24,2,0,63478,39.16241214,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,16,NS_Green,North,0,0,1
24,3,0,74508,39.1612,-84.51752145,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,16,NS_Green,East,0,0,0.899928005759539
24.5,2,0,63478,39.16234957,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,15.5,NS_Green,North,0,0,1
24.5,3,0,74508,39.1612,-84.51759407,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,15.5,NS_Green,East,0,0,0.899928005759539
25,2,0,63478,39.16228701,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,15,NS_Green,North,0,0,1
25,3,0,74508,39.1612,-84.51766668,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,15,NS_Green,East,0,0,0.899928005759539
25.5,2,0,63478,39.16222445,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,14.5,NS_Green,North,0,0,1
25.5,3,0,74508,39.1612,-84.5177393,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,14.5,NS_Green,East,0,0,0.899928005759539
26,2,0,63478,39.16216189,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,14,NS_Green,North,0,0,1
26,3,0,74508,39.1612,-84.51781192,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,14,NS_Green,East,0,0,0.899928005759539
26.5,2,0,63478,39.16209932,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,13.5,NS_Green,North,0,0,1
26.5,3,0,74508,39.1612,-84.51788454,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,13.5,NS_Green,East,0,0,0.899928005759539
27,2,0,63478,39.16203676,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,13,NS_Green,North,0,0,1
27,3,0,74508,39.1612,-84.51795716,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,13,NS_Green,East,0,0,0.899928005759539
27,4,0,73973,39.1612,-84.51743431,300,1.5,10,270,2,0,4.5,1.8,1,NS,1,13,NS_Green,East,0,0,0.719942404607631
27.5,2,0,63478,39.1619742,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,12.5,NS_Green,North,0,0,1
27.5,3,0,74508,39.1612,-84.51802978,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,12.5,NS_Green,South,0,0,0.899928005759539
27.5,4,0,73973,39.1612,-84.51747788,300,1.5,7.5,270,2,1,4.5,1.8,1,NS,1,12.5,NS_Green,East,0,4,0.539956803455723
28,3,0,74508,39.1612,-84.51810239,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,12,NS_Green,South,0,0,0.899928005759539
28,4,0,73973,39.1612,-84.51750692,300,1.5,5,270,2,1,4.5,1.8,1,NS,1,12,NS_Green,East,0,4,0.359971202303816
28,2,0,63478,39.16191164,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,12,NS_Green,North,0,0,1
28.5,2,0,63478,39.16184907,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,11.5,NS_Green,North,0,0,1
28.5,3,0,74508,39.1612,-84.51817501,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,11.5,NS_Green,South,0,0,0.899928005759539
28.5,4,0,73973,39.1612,-84.51753254,300,1.5,4.41,270,2,1,4.5,1.8,1,NS,1,11.5,NS_Green,East,0,4,0.317494600431965
29,2,0,63478,39.16178651,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,11,NS_Green,South,0,0,1
29,3,0,74508,39.1612,-84.51824763,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,11,NS_Green,South,0,0,0.899928005759539
29,4,0,73973,39.1612,-84.5175549,300,1.5,3.85,270,2,1,4.5,1.8,1,NS,1,11,NS_Green,East,0,4,0.277177825773938
29.5,2,0,63478,39.16172395,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,10.5,NS_Green,South,0,0,1
29.5,3,0,74508,39.1612,-84.51832025,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,10.5,NS_Green,South,0,0,0.899928005759539
29.5,4,0,73973,39.1612,-84.51757376,300,1.5,3.25,270,2,1,4.5,1.8,1,NS,1,10.5,NS_Green,East,0,4,0.23398128149748
30,2,0,63478,39.16166139,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,10,NS_Green,South,0,0,1
30,3,0,74508,39.1612,-84.51839287,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,10,NS_Green,South,0,0,0.899928005759539
30,4,0,73973,39.1612,-84.51758889,300,1.5,2.6,270,2,1,4.5,1.8,1,NS,1,10,NS_Green,East,0,4,0.187185025197984
30.5,2,0,63478,39.16159882,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,9.5,NS_Green,South,0,0,1
30.5,3,0,74508,39.1612,-84.51846549,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,9.5,NS_Green,South,0,0,0.899928005759539
30.5,4,0,73973,39.1612,-84.51760003,300,1.5,1.92,270,2,1,4.5,1.8,1,NS,1,9.5,NS_Green,East,0,4,0.138228941684665
31,2,0,63478,39.16153626,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,9,NS_Green,South,0,0,1
31,3,0,74508,39.1612,-84.51853811,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,9,NS_Green,South,0,0,0.899928005759539
31,4,0,73973,39.1612,-84.5176069,300,1.5,1.18,270,2,1,4.5,1.8,1,NS,1,9,NS_Green,East,0,4,0.0849532037437005
31.5,2,0,63478,39.1614737,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,8.5,NS_Green,South,0,0,1
31.5,3,0,74508,39.1612,-84.51861072,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,8.5,NS_Green,South,0,0,0.899928005759539
31.5,4,0,73973,39.1612,-84.5176092,300,1.5,0.4,270,2,1,4.5,1.8,1,NS,1,8.5,NS_Green,East,0,4,0.0287976961843053
32,2,0,63478,39.16141114,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,8,NS_Green,South,0,0,1
32,3,0,74508,39.1612,-84.51868334,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,8,NS_Green,South,0,0,0.899928005759539
32,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,8,NS_Green,East,0,4,0
32.5,2,0,63478,39.16134857,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,7.5,NS_Green,South,0,0,1
32.5,3,0,74508,39.1612,-84.51875596,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,7.5,NS_Green,South,0,0,0.899928005759539
32.5,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,7.5,NS_Green,East,0,4,0
33,2,0,63478,39.16128601,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,7,NS_Green,South,0,0,1
33,3,0,74508,39.1612,-84.51882858,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,7,NS_Green,South,0,0,0.899928005759539
33,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,7,NS_Green,East,0,4,0
33.5,2,0,63478,39.16122345,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,6.5,NS_Green,South,0,0,1
33.5,3,0,74508,39.1612,-84.5189012,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,6.5,NS_Green,South,0,0,0.899928005759539
33.5,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,6.5,NS_Green,East,0,4,0
34,2,0,63478,39.16116089,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,6,NS_Green,South,0,0,1
34,3,0,74508,39.1612,-84.51897382,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,6,NS_Green,South,0,0,0.899928005759539
34,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,6,NS_Green,East,0,4,0
34.5,2,0,63478,39.16109832,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,5.5,NS_Green,South,0,0,1
34.5,5,0,99471,39.1629505,-84.5197,300,1.5,11.39,180,2,0,4.5,1.8,1,NS,1,5.5,NS_Green,North,0,0,0.820014398848092
34.5,3,0,74508,39.1612,-84.51904643,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,5.5,NS_Green,South,0,0,0.899928005759539
34.5,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,5.5,NS_Green,East,0,4,0
35,2,0,63478,39.16103576,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,5,NS_Green,South,0,0,1
35,5,0,99471,39.16291046,-84.5197,300,1.5,8.89,180,2,1,4.5,1.8,1,NS,1,5,NS_Green,North,0,4,0.640028797696184
35,3,0,74508,39.1612,-84.51911905,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,5,NS_Green,South,0,0,0.899928005759539
35,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,5,NS_Green,East,0,4,0
35.5,2,0,63478,39.1609732,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,4.5,NS_Green,South,0,0,1
35.5,5,0,99471,39.16288168,-84.5197,300,1.5,6.39,180,2,1,4.5,1.8,1,NS,1,4.5,NS_Green,North,0,4,0.460043196544276
35.5,3,0,74508,39.1612,-84.51919167,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,4.5,NS_Green,South,0,0,0.899928005759539
35.5,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,4.5,NS_Green,East,0,4,0
36,2,0,63478,39.16091063,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,4,NS_Green,South,0,0,1
36,5,0,99471,39.16286416,-84.5197,300,1.5,3.89,180,2,1,4.5,1.8,1,NS,1,4,NS_Green,North,0,4,0.280057595392369
36,3,0,74508,39.1612,-84.51926429,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,4,NS_Green,South,0,0,0.899928005759539
36,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,4,NS_Green,East,0,4,0
36.5,5,0,99471,39.16283989,-84.5197,300,1.5,5.39,180,2,1,4.5,1.8,1,NS,1,3.5,NS_Green,North,0,4,0.388048956083513
36.5,3,0,74508,39.1612,-84.51933691,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,3.5,NS_Green,South,0,0,0.899928005759539
36.5,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,3.5,NS_Green,East,0,4,0
36.5,6,0,33187,39.1612,-84.51743431,300,1.5,10,270,2,0,4.5,1.8,1,NS,1,3.5,NS_Green,East,0,0,0.719942404607631
37,5,0,99471,39.16280886,-84.5197,300,1.5,6.89,180,2,1,4.5,1.8,1,NS,1,3,NS_Green,North,0,4,0.496040316774658
37,3,0,74508,39.1612,-84.51940953,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,3,NS_Green,South,0,0,0.899928005759539
37,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,3,NS_Green,East,0,4,0
37,6,0,33187,39.1612,-84.51747788,300,1.5,7.5,270,2,1,4.5,1.8,1,NS,1,3,NS_Green,East,0,4,0.539956803455723
37.5,5,0,99471,39.16277107,-84.5197,300,1.5,8.39,180,2,1,4.5,1.8,1,NS,1,2.5,NS_Green,North,0,4,0.604031677465803
37.5,3,0,74508,39.1612,-84.51948214,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,2.5,NS_Green,South,0,0,0.899928005759539
37.5,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,2.5,NS_Green,East,0,4,0
37.5,6,0,33187,39.1612,-84.51750692,300,1.5,5,270,2,1,4.5,1.8,1,NS,1,2.5,NS_Green,East,0,4,0.359971202303816
38,5,0,99471,39.16272653,-84.5197,300,1.5,9.89,180,2,0,4.5,1.8,1,NS,1,2,NS_Green,North,0,0,0.712023038156947
38,3,0,74508,39.1612,-84.51955476,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,2,NS_Green,South,0,0,0.899928005759539
38,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,2,NS_Green,East,0,4,0
38,6,0,33187,39.1612,-84.51752145,300,1.5,2.5,270,2,1,4.5,1.8,1,NS,1,2,NS_Green,East,0,4,0.179985601151908
38.5,5,0,99471,39.16267523,-84.5197,300,1.5,11.39,180,2,0,4.5,1.8,1,NS,1,1.5,NS_Green,North,0,0,0.820014398848092
38.5,3,0,74508,39.1612,-84.51962738,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,1.5,NS_Green,South,0,0,0.899928005759539
38.5,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,1.5,NS_Green,East,0,4,0
38.5,6,0,33187,39.1612,-84.51752145,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,1.5,NS_Green,East,0,4,0
39,5,0,99471,39.16261717,-84.5197,300,1.5,12.89,180,2,0,4.5,1.8,1,NS,1,1,NS_Green,North,0,0,0.928005759539237
39,3,0,74508,39.1612,-84.5197,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,1,1,NS_Green,South,0,0,0.899928005759539
39,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,1,NS_Green,East,0,4,0
39,6,0,33187,39.1612,-84.51752145,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,1,NS_Green,East,0,4,0
39.5,5,0,99471,39.1625546,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,0.5,NS_Green,North,0,0,1
39.5,3,0,74508,39.1612,-84.51975809,300,1.5,10,270,2,0,4.5,1.8,1,NS,1,0.5,NS_Green,South,0,0,0.719942404607631
39.5,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,0.5,NS_Green,East,0,4,0
39.5,6,0,33187,39.1612,-84.51752145,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,0.5,NS_Green,East,0,4,0
40,5,0,99471,39.16249204,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,1,0,NS_Green,North,0,0,1
40,3,0,74508,39.1612,-84.5198249,300,1.5,11.5,270,2,0,4.5,1.8,1,NS,1,0,NS_Green,South,0,0,0.827933765298776
40,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,0,NS_Green,East,0,4,0
40,6,0,33187,39.1612,-84.51752145,300,1.5,0,270,1,1,4.5,1.8,1,NS,1,0,NS_Green,East,0,4,0
40.5,5,0,99471,39.16242948,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,2,0,NS_Green,North,0,0,1
40.5,3,0,74508,39.1612,-84.51989752,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,2,0,NS_Green,South,0,0,0.899928005759539
40.5,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,2,0,NS_Green,East,0,4,0
40.5,6,0,33187,39.1612,-84.51752145,300,1.5,0,270,1,1,4.5,1.8,1,NS,2,0,NS_Green,East,0,4,0
41,5,0,99471,39.16236692,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,2,0,NS_Green,North,0,0,1
41,3,0,74508,39.1612,-84.51997014,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,2,0,NS_Green,South,0,0,0.899928005759539
41,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,2,0,NS_Green,East,0,4,0
41,6,0,33187,39.1612,-84.51752145,300,1.5,0,270,1,1,4.5,1.8,1,NS,2,0,NS_Green,East,0,4,0
41.5,5,0,99471,39.16230435,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,2,0,NS_Green,North,0,0,1
41.5,7,0,22129,39.1629505,-84.5197,300,1.5,11.39,180,2,0,4.5,1.8,1,NS,2,0,NS_Green,North,0,0,0.820014398848092
41.5,3,0,74508,39.1612,-84.52004276,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,2,0,NS_Green,West,0,0,0.899928005759539
41.5,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,2,0,NS_Green,East,0,4,0
41.5,6,0,33187,39.1612,-84.51752145,300,1.5,0,270,1,1,4.5,1.8,1,NS,2,0,NS_Green,East,0,4,0
42,5,0,99471,39.16224179,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,2,0,NS_Green,North,0,0,1
42,7,0,22129,39.16291046,-84.5197,300,1.5,8.89,180,2,1,4.5,1.8,1,NS,2,0,NS_Green,North,0,4,0.640028797696184
